name,author,genre,series,description
Tusa,Brandon Sanderson,fantasy,,
Tvlakv,Brandon Sanderson,fantasy,,
Ty,Brandon Sanderson,fantasy,,
Tyden,Brandon Sanderson,fantasy,,
Tyn,Brandon Sanderson,fantasy,,
Tzentian,Brandon Sanderson,fantasy,,
Tzoctinatin,Brandon Sanderson,fantasy,,
Ua'pam,Brandon Sanderson,fantasy,,
Ukrit,Brandon Sanderson,fantasy,,
Ulan,Brandon Sanderson,fantasy,,
Ulef,Brandon Sanderson,fantasy,,
Uli Da,Brandon Sanderson,fantasy,,
Ulim,Brandon Sanderson,fantasy,,
Ulina,Brandon Sanderson,fantasy,,
Ulvlk,Brandon Sanderson,fantasy,,
Unativi,Brandon Sanderson,fantasy,,
Underscore,Brandon Sanderson,fantasy,,
Unoqua,Brandon Sanderson,fantasy,,
Ur (character),Brandon Sanderson,fantasy,,
Urad,Brandon Sanderson,fantasy,,
Urdree,Brandon Sanderson,fantasy,,
Urialin,Brandon Sanderson,fantasy,,
Uriam,Brandon Sanderson,fantasy,,
Urian,Brandon Sanderson,fantasy,,
Urimil,Brandon Sanderson,fantasy,,
Urv,Brandon Sanderson,fantasy,,
Uscri,Brandon Sanderson,fantasy,,
Ushnaka,Brandon Sanderson,fantasy,,
Vaceslv,Brandon Sanderson,fantasy,,
Vadam,Brandon Sanderson,fantasy,,
Vahnn,Brandon Sanderson,fantasy,,
Vahr,Brandon Sanderson,fantasy,,
Vai,Brandon Sanderson,fantasy,,
Vaiu,Brandon Sanderson,fantasy,,
Valam,Brandon Sanderson,fantasy,,
Valama,Brandon Sanderson,fantasy,,
Valda Mendez,Brandon Sanderson,fantasy,,
Valentine,Brandon Sanderson,fantasy,,
Valette Entrone,Brandon Sanderson,fantasy,,
Vandonas,Brandon Sanderson,fantasy,,
Vapor,Brandon Sanderson,fantasy,,
Varala,Brandon Sanderson,fantasy,,
Varanis,Brandon Sanderson,fantasy,,
Varas,Brandon Sanderson,fantasy,,
VaraTreledees,Brandon Sanderson,fantasy,,
Vardinar,Brandon Sanderson,fantasy,,
Varion Crestmar,Brandon Sanderson,fantasy,,
Varnali,Brandon Sanderson,fantasy,,
VarSell,Brandon Sanderson,fantasy,,
Varth,Brandon Sanderson,fantasy,,
Vartian,Brandon Sanderson,fantasy,,
Vasher,Brandon Sanderson,fantasy,,
Vathah,Brandon Sanderson,fantasy,,
Vathe,Brandon Sanderson,fantasy,,
Vathi,Brandon Sanderson,fantasy,,
Vatwha,Brandon Sanderson,fantasy,,
Vazrmeb,Brandon Sanderson,fantasy,,
Ved (Skyward),Brandon Sanderson,fantasy,,
Ved (Stormlight),Brandon Sanderson,fantasy,,
Vedekar Perel,Brandon Sanderson,fantasy,,
Vedel,Brandon Sanderson,fantasy,,
Vedlew,Brandon Sanderson,fantasy,,
Vedzan,Brandon Sanderson,fantasy,,
Velalant,Brandon Sanderson,fantasy,,
Velat,Brandon Sanderson,fantasy,,
Velinar,Brandon Sanderson,fantasy,,
Ven,Brandon Sanderson,fantasy,,
Venan,Brandon Sanderson,fantasy,,
VenDell,Brandon Sanderson,fantasy,,
Venkohl,Brandon Sanderson,fantasy,,
Venli,Brandon Sanderson,fantasy,,
Vent (Scadrial),Brandon Sanderson,fantasy,,
Vent (Skyward),Brandon Sanderson,fantasy,,
Veratorim,Brandon Sanderson,fantasy,,
Vershad,Brandon Sanderson,fantasy,,
Human,Brandon Sanderson,fantasy,,
Vespan,Brandon Sanderson,fantasy,,
Vet (bridgeman),Brandon Sanderson,fantasy,,
Vet (skaa),Brandon Sanderson,fantasy,,
Vevanara,Brandon Sanderson,fantasy,,
Vevidar,Brandon Sanderson,fantasy,,
Vexil,Brandon Sanderson,fantasy,,
Vey,Brandon Sanderson,fantasy,,
Vigor,Brandon Sanderson,fantasy,,
Vin,Brandon Sanderson,fantasy,,
Vin's mother,Brandon Sanderson,fantasy,,
Vin's sister,Brandon Sanderson,fantasy,,
Virginia,Brandon Sanderson,fantasy,,
Vivenna,Brandon Sanderson,fantasy,,
Vivenna's Blade,Brandon Sanderson,fantasy,,
Vivenna's mother,Brandon Sanderson,fantasy,,
Vldgen,Brandon Sanderson,fantasy,,
Vlxim,Brandon Sanderson,fantasy,,
Vo,Brandon Sanderson,fantasy,,
Vod,Brandon Sanderson,fantasy,,
Vono,Brandon Sanderson,fantasy,,
Vrandl,Brandon Sanderson,fantasy,,
Vratim,Brandon Sanderson,fantasy,,
Vstim,Brandon Sanderson,fantasy,,
Vwafendal,Brandon Sanderson,fantasy,,
Waber,Brandon Sanderson,fantasy,,
Walin,Brandon Sanderson,fantasy,,
Wan ShaiLu,Brandon Sanderson,fantasy,,
Waren,Brandon Sanderson,fantasy,,
Warren,Brandon Sanderson,fantasy,,
Waxillium Ladrian,Brandon Sanderson,fantasy,,
Wayne,Brandon Sanderson,fantasy,,
Weatherlove,Brandon Sanderson,fantasy,,
Wednegon,Brandon Sanderson,fantasy,,
Weedfingers,Brandon Sanderson,fantasy,,
Wellen,Brandon Sanderson,fantasy,,
Wells,Brandon Sanderson,fantasy,,
Wema,Brandon Sanderson,fantasy,,
Wenda Smith,Brandon Sanderson,fantasy,,
Westweather Cett,Brandon Sanderson,fantasy,,
Wikim Davar,Brandon Sanderson,fantasy,,
William Ann Montane,Brandon Sanderson,fantasy,,
William Montane,Brandon Sanderson,fantasy,,
William Muns,Brandon Sanderson,fantasy,,
Wilson,Brandon Sanderson,fantasy,,
Winds,Brandon Sanderson,fantasy,,
Wink,Brandon Sanderson,fantasy,,
Winnow,Brandon Sanderson,fantasy,,
Winsting Innate,Brandon Sanderson,fantasy,,
Wiper,Brandon Sanderson,fantasy,,
Wistiow,Brandon Sanderson,fantasy,,
Wmlak,Brandon Sanderson,fantasy,,
Word of Deeds,Brandon Sanderson,fantasy,,
Wulfden the First,Brandon Sanderson,fantasy,,
Wulfden the Fourth,Brandon Sanderson,fantasy,,
Wvlan,Brandon Sanderson,fantasy,,
Wyndle,Brandon Sanderson,fantasy,,
Wyrn (character),Brandon Sanderson,fantasy,,
Wzmal,Brandon Sanderson,fantasy,,
Xavier,Brandon Sanderson,fantasy,,
Xisis,Brandon Sanderson,fantasy,,
Yaalani,Brandon Sanderson,fantasy,,
Yake,Brandon Sanderson,fantasy,,
Yalb,Brandon Sanderson,fantasy,,
Yallard,Brandon Sanderson,fantasy,,
Yanagawn,Brandon Sanderson,fantasy,,
Yara,Brandon Sanderson,fantasy,,
Yarda,Brandon Sanderson,fantasy,,
Yazad,Brandon Sanderson,fantasy,,
Yeden,Brandon Sanderson,fantasy,,
Yelamaiszin,Brandon Sanderson,fantasy,,
Yelig-nar,Brandon Sanderson,fantasy,,
Yenev,Brandon Sanderson,fantasy,,
Yestal,Brandon Sanderson,fantasy,,
Yesteel,Brandon Sanderson,fantasy,,
Yezriar,Brandon Sanderson,fantasy,,
Yil,Brandon Sanderson,fantasy,,
Yis,Brandon Sanderson,fantasy,,
Yix,Brandon Sanderson,fantasy,,
Yixli,Brandon Sanderson,fantasy,,
Ym,Brandon Sanderson,fantasy,,
Yokska,Brandon Sanderson,fantasy,,
Yol Chay,Brandon Sanderson,fantasy,,
Yonatan,Brandon Sanderson,fantasy,,
Ytves,Brandon Sanderson,fantasy,,
Yunfah,Brandon Sanderson,fantasy,,
Yunmi Park,Brandon Sanderson,fantasy,,
Yushah,Brandon Sanderson,fantasy,,
Yustara,Brandon Sanderson,fantasy,,
Zahel,Brandon Sanderson,fantasy,,
Zandiel,Brandon Sanderson,fantasy,,
Zane Venture,Brandon Sanderson,fantasy,,
Zedzil,Brandon Sanderson,fantasy,,
Zeen Nightshade,Brandon Sanderson,fantasy,,
Zeheb,Brandon Sanderson,fantasy,,
Zen Rigby,Brandon Sanderson,fantasy,,
Zen-daughter-Vath,Brandon Sanderson,fantasy,,
Zendid,Brandon Sanderson,fantasy,,
Zentu,Brandon Sanderson,fantasy,,
Zetah,Brandon Sanderson,fantasy,,
Zezin,Brandon Sanderson,fantasy,,
Ziming,Brandon Sanderson,fantasy,,
Professor ZoBell,Brandon Sanderson,fantasy,,
Zu (Roshar),Brandon Sanderson,fantasy,,
Zu (Sel),Brandon Sanderson,fantasy,,
Zuln,Brandon Sanderson,fantasy,,
Zyardil,Brandon Sanderson,fantasy,,
Logain Ablar,Robert Jordan,fantasy,Wheel of Time," Previously a False Dragon; gentled by the White Tower and Healed by Nynaeve al'Meara; later a sworn ally to Rand al'Thor and a leading Asha'man. In A Memory of Light, Logain becomes the new leader of the Black Tower."
Jonan Adley,Robert Jordan,fantasy,Wheel of Time, Early recruit of the Black Tower. Killed when Rand al'Thor lost control of Callandor in Altara.
.mw-parser-output .vanchor>,Robert Jordan,fantasy,Wheel of Time,target~.vanchor-text{background-color
Lelaine Akashi,Robert Jordan,fantasy,Wheel of Time," Aes Sedai, Sitter, and First Selector of the Blue Ajah."
Nalesean Aldiaya,Robert Jordan,fantasy,Wheel of Time, Deceased commander of the Band of the Red Hand.
Algarin Pendaloan,Robert Jordan,fantasy,Wheel of Time," Tairen Lord with potential to be an Asha'man. Part of Logain's faction in the Black Tower, under the name ""Emarin""."
Alivia,Robert Jordan,fantasy,Wheel of Time, Former Seanchan damane. Most powerful female channeler alive.
Katerine Alruddin,Robert Jordan,fantasy,Wheel of Time, Black Ajah sister formerly of the Red Ajah. Killed in Tel'aran'rhiod by Egwene al'Vere.
Doesine Alwain,Robert Jordan,fantasy,Wheel of Time, Aes Sedai of the Yellow Ajah. She was part of the group of Aes Sedai using the Oath Rod to reveal sisters of the Black Ajah in the White Tower. She was killed in the Last Battle.
Guaire Amalasan,Robert Jordan,fantasy,Wheel of Time," A previous False Dragon who conquered nearly half of the Westlands in the War of the Second Dragon. Defeated by Artur Hawkwing, and gentled by the White Tower."
Amathera,Robert Jordan,fantasy,Wheel of Time, Former Panarch of Tarabon. Love interest of Juilin Sandar.
Merana Ambrey,Robert Jordan,fantasy,Wheel of Time, Aes Sedai of the Grey Ajah.
Amys,Robert Jordan,fantasy,Wheel of Time, Aiel Wise One. One of Aviendha's and Egwene's primary mentors.
Anaiya,Robert Jordan,fantasy,Wheel of Time, Aes Sedai sister of the Blue Ajah. Killed by Aran'gar.
Setalle Anan,Robert Jordan,fantasy,Wheel of Time, Former Aes Sedai of the Brown Ajah who was burned out and becomes an innkeeper in Ebou Dar.
Sashalle Anderly,Robert Jordan,fantasy,Wheel of Time, Aes Sedai of the Red Ajah stilled by Rand and Healed by Damer Flinn.
Rianna Andomeran,Robert Jordan,fantasy,Wheel of Time, Black Ajah sister formerly of the White Ajah. Held prisoner in a stedding.
Anlee,Robert Jordan,fantasy,Wheel of Time, Aes Sedai and former Sitter of the Blue Ajah.
Naean Arawn,Robert Jordan,fantasy,Wheel of Time," Andoran noblewoman. Attempts to claim the Lion Throne following Morgase's disappearance, but is arrested and imprisoned by Dyelin. Later freed by Arymilla and forced to support her claim to the throne. Taken prisoner by Elayne after Arymilla's attack on Caemlyn is foiled, and stripped of all lands and titles. Later offered new lands in Cairhien by Elayne."
Asmodean,Robert Jordan,fantasy,Wheel of Time," One of the Forsaken; originally named Joar Addam Nessosin. In The Shadow Rising, Lanfear, another Forsaken, forces Asmodean to become Rand al'Thor's mentor. Balefired by Graendal."
Saerin Asnobar,Robert Jordan,fantasy,Wheel of Time, Aes Sedai and Sitter of the Brown Ajah. She was part of the group of Aes Sedai using the Oath Rod to reveal sisters of the Black Ajah in the White Tower.
Rhadam Asunawa,Robert Jordan,fantasy,Wheel of Time," High Inquisitor, leader of the Hand of the Light (an organisation within the Children of the Light). His fanaticism ultimately proved too much even for the other Children, and he was executed to make way for Galad to become Lord Captain Commander."
Aviendha,Robert Jordan,fantasy,Wheel of Time," Aiel. Maiden of the Spear, later a Wise One, and one of Rand al'Thor's paramours."
Perrin Aybara,Robert Jordan,fantasy,Wheel of Time," ta'veren; Central character of the series; former blacksmith and woodworker; capable of telepathic communication with wolves, as well as being able to visit Tel'aran'rhiod. Named 'Young Bull' by the wolves and 'Lord Goldeneyes' by his followers. Husband of Faile Bashere. (Side Note"
Edesina Azzedin,Robert Jordan,fantasy,Wheel of Time, Aes Sedai sister of the Yellow Ajah and former damane.
Bain,Robert Jordan,fantasy,Wheel of Time, Aiel Maiden of the Spear. First-Sister to Chiad.
Bair,Robert Jordan,fantasy,Wheel of Time," Wise One of the Haido sept of the Shaarad Ariel. Cannot channel, but is an experienced dreamwalker."
Balthamel,Robert Jordan,fantasy,Wheel of Time," One of the Forsaken; originally named Eval Ramman. Killed at the Eye of the World by the Green Man. Later reincarnated by the Dark One as Aran'gar, in a female body. Is balefired when Rand destroys Graendal's lair."
Balwer,Robert Jordan,fantasy,Wheel of Time," Secretary and spymaster to Perrin Aybara, former spymaster for Pedron Niall of the Children of the Light."
Teslyn Baradon,Robert Jordan,fantasy,Wheel of Time, Aes Sedai of the Red Ajah. Briefly damane.
Narenwin Barda,Robert Jordan,fantasy,Wheel of Time, Aes Sedai of the Yellow Ajah.
Duhara Basaheen,Robert Jordan,fantasy,Wheel of Time, Black Ajah sister formerly of the Red Ajah. Killed by Aviendha.
Davram Bashere,Robert Jordan,fantasy,Wheel of Time," One of the five 'Great Captains'. Born in Saldaea. Commanded the Army of the Light in Caemlyn in the Last Battle, where he died."
Zarine (Faile) Bashere,Robert Jordan,fantasy,Wheel of Time, Daughter of Davram Bashere. Wife of Perrin Aybara. Cousin to the queen of Saldaea.
Adelorna Bastine,Robert Jordan,fantasy,Wheel of Time, Aes Sedai and Captain-General of the Green Ajah.
Sheriam Bayanar,Robert Jordan,fantasy,Wheel of Time," Black Ajah sister formerly of the Blue Ajah. Once the Mistress of Novices, then Egwene's Keeper of the Chronicles until discovered and purged."
Be'lal,Robert Jordan,fantasy,Wheel of Time, One of the Forsaken; originally named Duram Laddel Cham. Infiltrated Tear under the alias of Lord Samon. Balefired by Moiraine Damodred during the battle for the Stone of Tear.
Myrelle Berengari,Robert Jordan,fantasy,Wheel of Time, Aes Sedai sister of the Green Ajah and Captain-General for the rebels.
Falion Bhoda,Robert Jordan,fantasy,Wheel of Time, Black Ajah sister formerly of the White Ajah. Killed by Aviendha.
Nesune Bihara,Robert Jordan,fantasy,Wheel of Time, Aes Sedai sister of the Brown Ajah.
Jesse Bilal,Robert Jordan,fantasy,Wheel of Time, Aes Sedai and First Chair of the Brown Ajah.
Erian Boroleos,Robert Jordan,fantasy,Wheel of Time, Aes Sedai of the Green Ajah.
Silviana Brehon,Robert Jordan,fantasy,Wheel of Time, Aes Sedai of the Red Ajah. Former Mistress of Novices and Keeper of the Chronicles to Egwene.
Gareth Bryne,Robert Jordan,fantasy,Wheel of Time," One of the five 'Great Captains'. Originally from Andor. Suspected paramour of Queen Morgase. Warder to Siuan Sanche. Commanded the Army of the Light in Kandor in the Last Battle, in which he died."
Joiya Byir,Robert Jordan,fantasy,Wheel of Time, Black Ajah sister formerly of the Grey Ajah. Killed by Slayer.
Jeaine Caide,Robert Jordan,fantasy,Wheel of Time, Black Ajah sister formerly of the Green Ajah. Killed by Thom.
Gaidal Cain,Robert Jordan,fantasy,Wheel of Time," A Hero of the Horn, known as the lover and companion of Birgitte."
Adine Canford,Robert Jordan,fantasy,Wheel of Time, Aes Sedai of the Blue Ajah.
Canler,Robert Jordan,fantasy,Wheel of Time, Asha'man in the Black Tower loyal to Logain Ablar.
Carlinya Sorevin,Robert Jordan,fantasy,Wheel of Time, Aes Sedai of the White Ajah. Killed during the fight in Tel'aran'rhiod against Mesaana
Carlomin,Robert Jordan,fantasy,Wheel of Time," A Tairen Lord. Banner-General in the Band of the Red Hand, he leads a banner of cavalry in Altara."
Galina Casban,Robert Jordan,fantasy,Wheel of Time, Black Ajah sister and former Highest of the Red Ajah. Now gai'shain of the Shaido.
Romanda Cassin,Robert Jordan,fantasy,Wheel of Time, Aes Sedai of the Yellow Ajah. Sitter and First Weaver in the Tower. Died in the Last Battle.
Matrim (Mat) Cauthon,Robert Jordan,fantasy,Wheel of Time," One of the main characters. Ta'veren and childhood companion of Perrin Aybara and Rand al'Thor; Captain-General of the Band of the Red Hand; later consort of Tuon/Fortuona, with the title 'Prince of the Ravens'. Mat is known to the Aelfinn and Eelfinn as 'Son of Battles' and to the Heroes of the Horn as 'The Gambler'. Former Hornblower of the Horn of Valere."
Merilille Ceandevin,Robert Jordan,fantasy,Wheel of Time, Aes Sedai of the Grey Ajah.
Noal Charin,Robert Jordan,fantasy,Wheel of Time," Member of the Band of the Red Hand, also known as legendary traveler 'Jain Farstrider'. Hero of the Horn."
Chiad,Robert Jordan,fantasy,Wheel of Time," Aiel Maiden of the Spear. First-sister to Bain, love interest of Gaul."
Rafela Cindal,Robert Jordan,fantasy,Wheel of Time, Aes Sedai of the Blue Ajah.
Couladin,Robert Jordan,fantasy,Wheel of Time, The leader of the Shaido Aiel and false Car'a'carn. Killed by Mat Cauthon.
Theodrin Dabei,Robert Jordan,fantasy,Wheel of Time, Aes Sedai of the Brown Ajah.
Zerah Dacan,Robert Jordan,fantasy,Wheel of Time, Aes Sedai of the White Ajah.
Nisao Dachen,Robert Jordan,fantasy,Wheel of Time, Aes Sedai of the Yellow Ajah. Her Warder is Sarin Hoigan.
Mistress Daelvin,Robert Jordan,fantasy,Wheel of Time, Innkeeper of the Golden Stag in Maerone. (VI-138)
Masema Dagar,Robert Jordan,fantasy,Wheel of Time, Shienaran soldier. Considers himself Prophet of the Dragon. Killed by Faile.
Caraline Damodred,Robert Jordan,fantasy,Wheel of Time," Cousin of Moiraine Damodred, formerly rebel against Rand al'Thor. Wife of Darlin Sisnera"
Galadedrid (Galad) Damodred,Robert Jordan,fantasy,Wheel of Time," Half-brother of Elayne and Gawyn Trakand on his father's side, and as son of Tigraine Mantear, also Rand al'Thor's half-brother. Eventually Lord Captain Commander of the Children of the Light."
Moiraine Damodred,Robert Jordan,fantasy,Wheel of Time, Aes Sedai of the Blue Ajah. Mentor to the protagonists in the first three books; supporting-character afterward.
Dark One,Robert Jordan,fantasy,Wheel of Time, the supreme antagonist of the series; known by a variety of nicknames ('Old Grim'; 'Father of Lies'; 'Heart of the Dark'; etc.) to evade drawing his attention by repetition of his true name ('Shai'tan'
Raolin Darksbane,Robert Jordan,fantasy,Wheel of Time," A previous False Dragon, gentled by the White Tower."
Corlan Dashiva,Robert Jordan,fantasy,Wheel of Time, Guise of Aginor while in the Black Tower.
Cetalia Delarme,Robert Jordan,fantasy,Wheel of Time, Aes Sedai of the Blue Ajah. Former head of the eyes-and-ears for the Blue. Killed by the Black Ajah.
Talmanes Delovinde,Robert Jordan,fantasy,Wheel of Time, A Lord of Cairhien. He leads the Altara contingent of three banners supplemented by a large group of crossbowmen. Right-hand man of Mat in the Band of the Red Hand.
Demandred,Robert Jordan,fantasy,Wheel of Time, One of the Forsaken; originally named Barid Bel Medar. Leader of the Sharans. Killed by Lan Mandragoran in the Field of Merrilor.
Bayle Domon,Robert Jordan,fantasy,Wheel of Time, Recurring character; Captain of the ferryboat Spray. Taken as da'covale by the Seanchan and made so'jhin by Egeanin Sarna. Later released and wedded by Egeanin.
Norine Dovarna,Robert Jordan,fantasy,Wheel of Time, Aes Sedai of the White Ajah.
Eadyth,Robert Jordan,fantasy,Wheel of Time, Aes Sedai and former Sitter and First Selector of the Blue Ajah.
Edorion,Robert Jordan,fantasy,Wheel of Time," A Tairen Lord. Banner-General in the Band of the Red Hand, he leads a banner of horse in Altara under Talmanes."
Elswell,Robert Jordan,fantasy,Wheel of Time, Aes Sedai of unknown Ajah.
Chesmal Emry,Robert Jordan,fantasy,Wheel of Time, Black Ajah formerly of the Yellow Ajah. Killed by Elayne Trakand.
Enkazin,Robert Jordan,fantasy,Wheel of Time, Asha'man. Friend of Saml al'Seen from the Two Rivers.
Demira Eriff,Robert Jordan,fantasy,Wheel of Time," Aes Sedai of the Brown Ajah.  She has one Warder, Stevan."
Erith,Robert Jordan,fantasy,Wheel of Time," Ogier, wife of Loial."
Estean,Robert Jordan,fantasy,Wheel of Time," Lieutenant-General in the Band of the Red Hand, he commands the cavalry of the Murandy contingent, particularly three banners of horse."
Padan Fain,Robert Jordan,fantasy,Wheel of Time," traveling merchant, spying for the Dark One, who later becomes fused with Mashadar. A recurring villain. Killed by Mat. Known for carrying a dagger from Shadar Logoth, which kills anyone who touches its blade."
Elmindreda (Min) Farshaw,Robert Jordan,fantasy,Wheel of Time," Clairvoyante; one of Rand al'Thor's three principal paramours. Sees visions or auras around people's heads, which are always true."
Tarna Feir,Robert Jordan,fantasy,Wheel of Time, Aes Sedai of the Red Ajah. Turned to the Shadow.
Dagdara Finchey,Robert Jordan,fantasy,Wheel of Time, Black Ajah sister formerly of the Yellow Ajah.
Damer Flinn,Robert Jordan,fantasy,Wheel of Time," One of the oldest Asha'man, the first to be tested for the ability. Bonded as a Warder to Corele Hovian. Best male Talent at healing, on par with Nynaeve."
Andaya Forae,Robert Jordan,fantasy,Wheel of Time, Aes Sedai and Sitter of the Grey Ajah.
Careane Fransi,Robert Jordan,fantasy,Wheel of Time, Black Ajah sister formerly of the Green Ajah. Killed by Vandene Namelle.
Alviarin Freidhen,Robert Jordan,fantasy,Wheel of Time, Black Ajah sister formerly of the White Ajah. Head of the Black Ajah Supreme Council. Keeper to Elaida. Held prisoner in a stedding.
Ryma Galfrey,Robert Jordan,fantasy,Wheel of Time, Aes Sedai of the Yellow Ajah. Now a damane named Pura.
Gaul,Robert Jordan,fantasy,Wheel of Time, Aiel Stone Dog. Companion of Perrin Aybara.
Toveine Gazal,Robert Jordan,fantasy,Wheel of Time, Aes Sedai and former Sitter of the Red Ajah. Bonded by Logain and Turned to the Shadow.
Charl Gedwyn,Robert Jordan,fantasy,Wheel of Time, Asha'man that was part of the plot to kill Rand al'Thor in Cairhien. Killed by Padan Fain/Mordeth.
Marillin Gemalphin,Robert Jordan,fantasy,Wheel of Time, Black Ajah sister formerly of the Brown Ajah.
Androl Genhald,Robert Jordan,fantasy,Wheel of Time, Asha'man in the Black Tower loyal to Logain Ablar. Extremely weak in the Power but with the Talent of making Gateways. Mutually bonded to Pevara Tazanovni.
Jur Grady,Robert Jordan,fantasy,Wheel of Time, One of the original Asha'man recruits. Accompanies Perrin Aybara.
Graendal,Robert Jordan,fantasy,Wheel of Time," One of the Forsaken, a master of Compulsion. Originally named Kamarile Maradim Nindar. Killed by Shaidar Haran and resurrected by the Dark One as Hessalam. Hit by the backfiring of her own Compulsion weave during the Last Battle."
Merise Haindehl,Robert Jordan,fantasy,Wheel of Time, Aes Sedai sister of the Green Ajah. Bonded the Asha'man Jahar Narishma as Warder.
Shaidar Haran,Robert Jordan,fantasy,Wheel of Time, Myrddraal. A principal agent of the Dark One.
Faeldrin Harella,Robert Jordan,fantasy,Wheel of Time, Aes Sedai sister of the Green Ajah. Killed in the Last Battle.
Bera Harkin,Robert Jordan,fantasy,Wheel of Time, Aes Sedai sister of the Green Ajah.
Harldin,Robert Jordan,fantasy,Wheel of Time, Harldin is one of the Asha'man in the Black Tower loyal to Logain Ablar.
Artur Hawkwing,Robert Jordan,fantasy,Wheel of Time," Full name Artur Paendrag Tanreall, general and emperor who conquered most of the story's world a thousand years before the Last Battle; similar to Genghis Khan and implied to be the source of the legends of King Arthur."
Seaine Herimon,Robert Jordan,fantasy,Wheel of Time, Aes Sedai and Sitter of the White Ajah. She was part of the group of Aes Sedai using the Oath Rod to reveal sisters of the Black Ajah in the White Tower.
Eben Hopwil,Robert Jordan,fantasy,Wheel of Time, Asha'man bonded by Daigian Moseneillin. Killed by Aran'gar as he attempts to shield his Aes Sedai from the Forsaken's attack.
Corele Hovian,Robert Jordan,fantasy,Wheel of Time, Aes Sedai of the Yellow Ajah. She bonded Asha'man Damer Flinn.
Hurin,Robert Jordan,fantasy,Wheel of Time," A 'thief-taker' in service of the King of Shienar. Has the gift of ""smelling"" violence. Accompanied Rand al'Thor in the world of the Portal Stones. Killed in the Last Battle."
Hopper,Robert Jordan,fantasy,Wheel of Time, Perrin Aybara's deceased wolf friend and mentor.
Ishamael,Robert Jordan,fantasy,Wheel of Time," The most powerful member of the Forsaken; originally named Elan Morin Tedronai. Known as the ""Betrayer of Hope"". Caused Lews Therin Telamon to commit suicide. Resurrected as Moridin after being killed by Rand al'Thor. Chosen as Nae'blis by the Dark One. The only other man who was equal in power to Lews Therin Telamon and Rand al'Thor"
Rodel Ituralde,Robert Jordan,fantasy,Wheel of Time, One of the five 'Great Captains'. Fought the Seanchan in Arad Doman until being brought to the Saldaean front by the Dragon Reborn. Commanded the Army of the Light in Shayol Ghul during the Last Battle. Almost certainly Arad Doman's new monarch after the Last Battle.
Agelmar Jagad,Robert Jordan,fantasy,Wheel of Time," One of the five 'Great Captains', Shienaran, leads the Borderlander Army of the Light at Tarwin's Gap during the Last Battle."
Eldrith Jhondar,Robert Jordan,fantasy,Wheel of Time, Black Ajah sister formerly of the Brown Ajah. Killed by Doilin Mellar/Daved Hanlon.
Janduin,Robert Jordan,fantasy,Wheel of Time, Former Clan Chief of the Tardaad Aiel and biological father of Rand al'Thor. Killed by Slayer in the Blight.
Welyn Kajima,Robert Jordan,fantasy,Wheel of Time, Asha'man.
Furyk Karede,Robert Jordan,fantasy,Wheel of Time," Seanchan Banner-General of the Deathwatch Guard, he led the search for the High Lady Tuon.[2]"
Moria Karentanis,Robert Jordan,fantasy,Wheel of Time, Aes Sedai and Sitter of the Blue Ajah. Also Black Ajah. Purged.
Alliandre Maritha Kigarin,Robert Jordan,fantasy,Wheel of Time, Queen of Ghealdan.
Temaile Kinderode,Robert Jordan,fantasy,Wheel of Time, Black Ajah sister formerly of the Gray Ajah. Killed by Doilin Mellar/Daved Hanlon.
Tylee Kirgan,Robert Jordan,fantasy,Wheel of Time, A general in the Seanchan army.
Raefar Kisman,Robert Jordan,fantasy,Wheel of Time, Asha'man that was part of the plot to kill Rand al'Thor in Cairhien.
Kumira Dhoran,Robert Jordan,fantasy,Wheel of Time, Aes Sedai of the Brown Ajah. Killed by Graendal in the Battle near Shadar Logoth.
Mezar Kurin,Robert Jordan,fantasy,Wheel of Time, Asha'man in the Black Tower loyal to Logain Ablar.
Lanfear,Robert Jordan,fantasy,Wheel of Time," One of the Forsaken; originally known as Mierin Eronaile; sometime paramour to Lews Therin Telamon. Most powerful of the female Forsaken. Killed by Moridin in the realm of the Aelfinn, returned as Cyndane and killed by Perrin at the Last Battle."
Annoura Larisen,Robert Jordan,fantasy,Wheel of Time," Aes Sedai of the Grey Ajah, advisor and companion to Berelain, First of Mayene. Burned out rescuing Galad from his battle with Demandred."
Atuan Larisett,Robert Jordan,fantasy,Wheel of Time, Black Ajah sister formerly of the Yellow Ajah.
Leane Sharif,Robert Jordan,fantasy,Wheel of Time," Former Keeper of the Chronicles under Siuan Sanche. Stilled, but Healed by Nyneave."
Liandrin Guirale,Robert Jordan,fantasy,Wheel of Time, Black Ajah sister formerly of the Red Ajah. Now a damane.
Loial,Robert Jordan,fantasy,Wheel of Time, Ogier. Close friend to Perrin Aybara and Rand al'Thor.
Lyrelle Arienwin,Robert Jordan,fantasy,Wheel of Time, Aes Sedai and Sitter of the Blue Ajah.
Machin Shin,Robert Jordan,fantasy,Wheel of Time, 'Black Wind'; a malevolent intelligent force occupying the Ogier's 'Ways'.  Steals the souls of those who touch it.
Elyas Machera,Robert Jordan,fantasy,Wheel of Time," Wolfbrother, husband and former Warder to Rina Hafden. Friend to Perrin."
Maigan,Robert Jordan,fantasy,Wheel of Time, Aes Sedai of the Blue Ajah.
Arel Malevin,Robert Jordan,fantasy,Wheel of Time, Asha'man.
Mandevwin,Robert Jordan,fantasy,Wheel of Time," A Cairhienen. Banner-General in the Band of the Red Hand, he commands the crossbowmen temporarily attached to the Altaran cavalry contingent."
